,Date,Reported_New_Cases,Active_Cases,Hospitalized,ICU,Fatal,Scenario
0,2020-10-28,86.8040760922587,1169.0,61.37871995855352,14.997015930559936,214.9977773364606,Pessimistic
1,2020-10-29,87.01008770165436,1162.814163793913,61.16366953095709,14.535960162983054,215.63258387818033,Pessimistic
2,2020-10-30,85.58189015300104,1152.396053946914,61.021017847349135,14.115992009194697,216.2484588344969,Pessimistic
3,2020-10-31,84.88588507027703,1154.281939017191,60.935345075650815,13.734213717274486,216.847106546771,Pessimistic
4,2020-11-01,84.63086096162033,1207.9127999788113,60.89510540790358,13.387792658764619,217.43010794690403,Pessimistic
5,2020-11-02,84.64105637783518,1201.5538563566465,60.89163655083416,13.074007938085098,217.99892443517848,Pessimistic
6,2020-11-03,84.81037452011242,1208.364230876759,60.918406628990994,12.790278916702556,218.55490335290375,Pessimistic
7,2020-11-04,85.07475707540266,1191.4389879521616,60.97044953554515,12.534180718041897,219.09928438584595,Pessimistic
8,2020-11-05,85.39551449106261,1145.8345024432242,61.043946126776916,12.303450572655063,219.633206425505,Pessimistic
9,2020-11-06,85.74926702714265,1141.5837694703669,61.13591623832383,12.095987884515614,220.15771455941947,Pessimistic
10,2020-11-07,86.12187468045931,1106.7056441508262,61.243993752456326,11.909850132000637,220.67376696835342,Pessimistic
11,2020-11-08,86.5047740420714,1155.2104181928976,61.3662632330518,11.743246129902008,221.18224158589294,Pessimistic
12,2020-11-09,86.89276758682468,1176.1031857797223,61.50114180404456,11.59452773760563,221.68394243166503,Pessimistic
13,2020-11-10,87.28268945127229,1201.3858752309945,61.64729403434197,11.462180771970685,222.179605568668,Pessimistic
14,2020-11-11,87.67260016277669,1202.2543993015124,61.8035707530055,11.344815644726815,222.66990466241705,Pessimistic
0,2020-10-28,86.8040760922587,1169.0,60.95250624554842,14.986262423049569,214.9971338017,Expected
1,2020-10-29,85.62799274813983,1161.4320688403984,60.542172854442846,14.517995839460786,215.6313319255161,Expected
2,2020-10-30,82.3248735753532,1147.7569424157516,60.16476218413188,14.088105398475792,216.24623147531796,Expected
3,2020-10-31,80.13003692848338,1144.886979344235,59.80653110990152,13.693341236004667,216.84341240267239,Expected
4,2020-11-01,78.61152400102333,1192.4985033452583,59.45825253458084,13.330584117321044,217.42431750270092,Expected
5,2020-11-02,77.50577712050836,1179.0042804657667,59.11395051719641,12.996893639198094,217.99025915976196,Expected
6,2020-11-03,76.65198987827375,1177.6562703440404,58.76994317791223,12.68953444555867,218.54242766697058,Expected
7,2020-11-04,75.95205228247505,1151.6083226265155,58.42413311325006,12.40598691610463,219.0819003189145,Expected
8,2020-11-05,75.34611150846877,1095.9544341349842,58.07549052018212,12.14394725924153,219.60965072094996,Expected
9,2020-11-06,74.79765993087858,1080.7520940658628,57.723682837295065,11.901320674300225,220.12655794231443,Expected
10,2020-11-07,74.28443603323012,1034.036530099093,57.368813720303166,11.676210243618169,220.6334152753966,Expected
11,2020-11-08,73.79287204474667,1069.8294021438396,57.011242336705166,11.466903442497186,221.13093846053752,Expected
12,2020-11-09,73.3147056924638,1077.1441078363034,56.65146084372602,11.27185757475675,221.61977330382805,Expected
13,2020-11-10,72.84491248847667,1087.98902032478,56.29001345451165,11.08968501419404,222.10050266192883,Expected
14,2020-11-11,72.38044383524016,1073.5653880677614,55.92744482795299,10.919138822973231,222.5736527987754,Expected
0,2020-09-29,110.28571428571429,1454.0,147,44,132,Historical
1,2020-09-30,103.57142857142857,1473.0,147,44,132,Historical
2,2020-10-01,106.14285714285714,1421.0,140,47,136,Historical
3,2020-10-02,102.57142857142857,1394.0,130,45,139,Historical
4,2020-10-03,103.42857142857143,1417.0,125,40,142,Historical
5,2020-10-04,99.42857142857143,1410.0,128,39,153,Historical
6,2020-10-05,94.0,1406.0,128,39,156,Historical
7,2020-10-06,93.42857142857143,1426.0,128,39,157,Historical
8,2020-10-07,91.85714285714286,1368.0,115,35,160,Historical
9,2020-10-08,90.85714285714286,1379.0,109,35,163,Historical
10,2020-10-09,100.57142857142857,1422.0,111,32,164,Historical
11,2020-10-10,92.0,1368.0,106,29,166,Historical
12,2020-10-11,96.71428571428571,1373.0,103,34,168,Historical
13,2020-10-12,95.28571428571429,1325.0,103,34,169,Historical
14,2020-10-13,92.28571428571429,1300.0,103,34,169,Historical
15,2020-10-14,91.0,1280.0,109,26,173,Historical
16,2020-10-15,89.57142857142857,1263.0,105,27,183,Historical
17,2020-10-16,80.14285714285714,1265.0,103,23,184,Historical
18,2020-10-17,83.42857142857143,1228.0,100,25,185,Historical
19,2020-10-18,80.57142857142857,1241.0,96,22,186,Historical
20,2020-10-19,79.0,1220.0,96,22,187,Historical
21,2020-10-20,83.14285714285714,1228.0,96,22,187,Historical
22,2020-10-21,79.85714285714286,1196.0,81,19,189,Historical
23,2020-10-22,81.42857142857143,1197.0,75,18,203,Historical
24,2020-10-23,87.42857142857143,1173.0,75,18,206,Historical
25,2020-10-24,86.57142857142857,1190.0,71,18,209,Historical
26,2020-10-25,92.0,1208.0,64,15,212,Historical
27,2020-10-26,93.0,1204.0,64,15,212,Historical
28,2020-10-27,89.42857142857143,1208.0,64,15,212,Historical
29,2020-10-28,87.14285714285714,1169.0,61,15,215,Historical
