,Date,Reported_New_Cases,Active_Cases,Hospitalized,ICU,Fatal,Scenario
0,2020-09-23,106.77398495022794,4449.0,181.88541961956918,60.944338998393505,120.07627734080465,Pessimistic
1,2020-09-24,106.21984615717429,4090.993831107402,182.13950537312118,61.19485279165193,122.51911505688824,Pessimistic
2,2020-09-25,103.8357398834678,3884.82957099087,182.32453479178983,61.42885539684793,124.97164565982641,Pessimistic
3,2020-09-26,102.13601799144476,3786.9655889823143,182.42714109187764,61.645372741985476,127.433190444427,Pessimistic
4,2020-09-27,100.85373782080819,3754.8193268031227,182.44125093015325,61.84320993356071,129.90302640562447,Pessimistic
5,2020-09-28,99.82602750877459,3673.6453543118973,182.36572903861847,62.021172906686395,132.38038218621156,Pessimistic
6,2020-09-29,98.95352244922287,3433.59887676112,182.20266072724613,62.178201915869806,134.8644410238306,Pessimistic
7,2020-09-30,98.17561387423166,3320.774490635352,181.95612372566515,62.31344387798782,137.35434773737552,Pessimistic
8,2020-10-01,97.45534511719234,3147.229835752544,181.63132721222578,62.4262835139343,139.84921772668096,Pessimistic
9,2020-10-02,96.77019459499797,3023.000030347542,181.23402139447086,62.51634771510824,142.3481466420146,Pessimistic
10,2020-10-03,96.10645085244323,2955.1064811999854,180.7701032491901,62.583493362443804,144.85021986897712,Pessimistic
11,2020-10-04,95.45577958430522,2945.5622607842906,180.24536232246814,62.627785699758284,147.35452131783381,Pessimistic
12,2020-10-05,94.81312833382708,2974.3753891181177,179.66532497943567,62.649472077436265,149.8601412422115,Pessimistic
13,2020-10-06,94.17544756516645,2968.550836683284,179.0351666734728,62.6489542383389,152.3661829700037,Pessimistic
14,2020-10-07,93.54090998978381,2893.091746673068,178.35967026396793,62.62676115416693,154.87176853156,Pessimistic
0,2020-09-23,106.77398495022794,4449.0,180.59963544269016,60.8755194076311,120.07242832364824,Expected
1,2020-09-24,104.37738475585707,4089.1513697060846,180.27489693117732,61.080378939736384,122.51165236698789,Expected
2,2020-09-25,99.5369186042517,3878.6882883103362,179.77024821248833,61.251942517371816,124.95841474621108,Expected
3,2020-09-26,95.93050426750847,3774.618792577845,179.07964993630955,61.38726593300988,127.41132445054099,Expected
4,2020-09-27,93.09606052061281,3734.7148530984578,178.20620402027362,61.483649216472024,129.86887660567766,Expected
5,2020-09-28,90.74817526716674,3644.4630283656243,177.15891500703827,61.5388598283224,132.3294671579794,Expected
6,2020-09-29,88.71050726684393,3394.173535632468,175.95032405992075,61.551242252104586,134.79141407497335,Expected
7,2020-09-30,86.87405543952673,3270.0475910719947,174.5948275510484,61.5197505731607,137.25298128401312,Expected
8,2020-10-01,85.17139616648865,3084.2189872384834,173.10751648873202,61.443931282211196,139.71240284145202,Expected
9,2020-10-02,83.5607778827225,2946.779765121206,171.50340251172267,61.32387600167646,142.16790575746802,Expected
10,2020-10-03,82.01630095743212,2864.796066078638,169.79692460526823,61.16015798330679,144.61773056734592,Expected
11,2020-10-04,80.5218544208251,2840.317920499463,168.00165544396705,60.95376181969014,147.06014920149352,Expected
12,2020-10-05,79.06737214408986,2853.385292643553,166.13014659746005,60.70601257393406,149.4934800159636,Expected
13,2020-10-06,77.64652110252882,2831.0318137460818,164.19386791490547,60.41850820447792,151.9161000442308,Expected
14,2020-10-07,76.25527388097134,2738.287087627053,162.2032087824922,60.093057526298196,154.32645465135448,Expected
0,2020-08-25,234.71428571428572,5251.0,250,35,49,Historical
1,2020-08-26,237.0,5419.0,270,50,49,Historical
2,2020-08-27,247.0,5601.0,291,54,51,Historical
3,2020-08-28,252.0,5743.0,286,56,55,Historical
4,2020-08-29,255.71428571428572,5966.0,279,55,59,Historical
5,2020-08-30,248.85714285714286,6121.0,272,57,62,Historical
6,2020-08-31,243.71428571428572,6047.0,272,57,63,Historical
7,2020-09-01,238.85714285714286,6084.0,297,57,70,Historical
8,2020-09-02,247.71428571428572,6250.0,288,48,74,Historical
9,2020-09-03,234.14285714285714,6309.0,276,47,75,Historical
10,2020-09-04,235.0,6379.0,277,51,79,Historical
11,2020-09-05,222.28571428571428,6369.0,265,50,81,Historical
12,2020-09-06,217.14285714285714,6381.0,265,50,84,Historical
13,2020-09-07,213.14285714285714,6346.0,265,50,85,Historical
14,2020-09-08,196.71428571428572,6294.0,265,50,86,Historical
15,2020-09-09,162.57142857142858,6192.0,257,47,88,Historical
16,2020-09-10,156.57142857142858,6006.0,240,53,91,Historical
17,2020-09-11,141.71428571428572,5940.0,240,52,94,Historical
18,2020-09-12,128.85714285714286,5787.0,220,51,96,Historical
19,2020-09-13,121.71428571428571,5681.0,220,51,97,Historical
20,2020-09-14,118.14285714285714,5587.0,225,53,99,Historical
21,2020-09-15,118.14285714285714,5519.0,225,53,99,Historical
22,2020-09-16,118.42857142857143,5360.0,222,60,100,Historical
23,2020-09-17,117.14285714285714,5284.0,210,56,103,Historical
24,2020-09-18,109.57142857142857,5168.0,197,51,107,Historical
25,2020-09-19,106.57142857142857,4994.0,200,52,120,Historical
26,2020-09-20,101.28571428571429,4823.0,185,51,120,Historical
27,2020-09-21,97.85714285714286,4710.0,185,51,120,Historical
28,2020-09-22,97.42857142857143,4558.0,185,51,120,Historical
29,2020-09-23,106.85714285714286,4449.0,181,61,120,Historical
