,Date,Reported_New_Cases,Active_Cases,Hospitalized,ICU,Fatal,Scenario
0,2020-09-24,101.89408867858583,4233.0,172.92413629560062,59.93001187028321,123.90678470462251,Pessimistic
1,2020-09-25,101.52822686560125,3861.422315544187,173.02518572553396,59.976606382353644,126.30492081519454,Pessimistic
2,2020-09-26,99.57576210642083,3760.9980776506077,173.0584781845896,60.02101601169228,128.70488418600374,Pessimistic
3,2020-09-27,98.1443492082658,3726.1424268588735,173.01491890255988,60.06102363007811,131.10654339270218,Pessimistic
4,2020-09-28,97.03077944772303,3642.1732063065965,172.89117847826498,60.09442445716627,133.509677907496,Pessimistic
5,2020-09-29,96.11107582455065,3399.284282131147,172.687754694516,60.11918206678459,135.91398199038312,Pessimistic
6,2020-09-30,95.30961030855156,3283.5938924396987,172.4075759371019,60.13351467705579,138.31907334011495,Pessimistic
7,2020-10-01,94.58025975289934,3107.174152192598,172.05501433001564,60.13593405903642,140.72450418572174,Pessimistic
8,2020-10-02,93.89490704192713,2980.069059234525,171.63520280657838,60.125253334267285,143.12977326647456,Pessimistic
9,2020-10-03,93.23642402753512,2909.30548326206,171.15357388049753,60.100575274673155,145.53433770154166,Pessimistic
10,2020-10-04,92.59438921462834,2896.8998724766884,170.6155576344076,60.06126922442814,147.937624141794,Pessimistic
11,2020-10-05,91.962474249779,2922.8623467264674,170.02639229877744,60.006942192164935,150.33903886687338,Pessimistic
12,2020-10-06,91.33684880196552,2914.199195528433,169.39101314403678,59.93740780169748,152.73797667331257,Pessimistic
13,2020-10-07,90.71520695241634,2835.9144024808493,168.71399482008152,59.85265546544771,155.13382851900798,Pessimistic
14,2020-10-08,90.09617290184178,2759.010575382691,167.9995293289002,59.752821218190384,157.5259879642536,Pessimistic
0,2020-09-24,101.89408867858583,4233.0,171.7142867244851,59.8652292402327,123.90316023224683,Expected
1,2020-09-25,99.7403772393875,3859.634465917973,171.27120010024518,59.868876030596894,126.29789514148663,Expected
2,2020-09-26,95.40860568019411,3755.0430715981674,170.65635556893298,59.85456528511023,128.69243080310557,Expected
3,2020-09-27,92.13443082031836,3714.177502418486,169.86758298244868,59.818234838887314,131.08596656242523,Expected
4,2020-09-28,89.52300249844916,3622.7005049169347,168.91019971769492,59.75627234547706,133.47754755525546,Expected
5,2020-09-29,87.3304224693427,3371.0309273862777,167.79424395022374,59.66567223845077,135.86608621372662,Expected
6,2020-09-30,85.40598512079123,3245.436912507069,166.53247086061745,59.54409917924983,138.25038806039646,Expected
7,2020-10-01,83.65652114663567,3058.093433653705,165.13894220327788,59.38988932799418,140.62917870701614,Expected
8,2020-10-02,82.02438515077233,2919.117818804477,163.62806405022738,59.20201254855626,143.00113005770157,Expected
9,2020-10-03,80.47386576972303,2835.5916845742,162.01395495454344,58.980012097692146,145.36488450409013,Expected
10,2020-10-04,78.98279528943976,2809.5744798636397,160.31005244373637,58.723933301272126,147.71907645644816,Expected
11,2020-10-05,77.53736921588961,2821.1118490795293,158.52888773587566,58.43424894775627,150.06235093554082,Expected
12,2020-10-06,76.1289476279635,2797.240796707493,156.68197644048487,58.11178637631059,152.39337920123202,Expected
13,2020-10-07,74.75208011219684,2702.9928768196896,154.77978703356615,57.757659273920204,154.71087155133105,Expected
14,2020-10-08,73.403286189362,2609.3961630090516,152.83175963146473,57.37320582857359,157.01358751572766,Expected
0,2020-08-26,237.0,5419.0,270,50,49,Historical
1,2020-08-27,247.0,5601.0,291,54,51,Historical
2,2020-08-28,252.0,5743.0,286,56,55,Historical
3,2020-08-29,255.71428571428572,5966.0,279,55,59,Historical
4,2020-08-30,248.85714285714286,6121.0,272,57,62,Historical
5,2020-08-31,243.71428571428572,6047.0,272,57,63,Historical
6,2020-09-01,238.85714285714286,6084.0,297,57,70,Historical
7,2020-09-02,247.71428571428572,6250.0,288,48,74,Historical
8,2020-09-03,234.14285714285714,6309.0,276,47,75,Historical
9,2020-09-04,235.0,6379.0,277,51,79,Historical
10,2020-09-05,222.28571428571428,6369.0,265,50,81,Historical
11,2020-09-06,217.14285714285714,6381.0,265,50,84,Historical
12,2020-09-07,213.14285714285714,6346.0,265,50,85,Historical
13,2020-09-08,196.71428571428572,6294.0,265,50,86,Historical
14,2020-09-09,162.57142857142858,6192.0,257,47,88,Historical
15,2020-09-10,156.57142857142858,6006.0,240,53,91,Historical
16,2020-09-11,141.71428571428572,5940.0,240,52,94,Historical
17,2020-09-12,128.85714285714286,5787.0,220,51,96,Historical
18,2020-09-13,121.71428571428571,5681.0,220,51,97,Historical
19,2020-09-14,118.14285714285714,5587.0,225,53,99,Historical
20,2020-09-15,118.14285714285714,5519.0,225,53,99,Historical
21,2020-09-16,118.42857142857143,5360.0,222,60,100,Historical
22,2020-09-17,117.14285714285714,5284.0,210,56,103,Historical
23,2020-09-18,109.57142857142857,5168.0,197,51,107,Historical
24,2020-09-19,106.57142857142857,4994.0,200,52,120,Historical
25,2020-09-20,101.28571428571429,4823.0,185,51,120,Historical
26,2020-09-21,97.85714285714286,4710.0,185,51,120,Historical
27,2020-09-22,97.42857142857143,4558.0,185,51,120,Historical
28,2020-09-23,106.85714285714286,4449.0,181,61,120,Historical
29,2020-09-24,96.85714285714286,4233.0,162,54,122,Historical
