,Date,Reported_New_Cases,Active_Cases,Hospitalized,ICU,Fatal,Scenario
0,2020-11-18,96.56299709438531,1459.5629970943853,82.72449405594845,18.975034630646096,223.10198500784057,Pessimistic
1,2020-11-19,98.88704604371765,1419.450043138103,84.74409539739935,19.65165049628252,223.48825981964282,Pessimistic
2,2020-11-20,100.65339730840151,1398.1034404465045,86.66777172480519,20.32225658797165,223.88801082563788,Pessimistic
3,2020-11-21,102.1275605717426,1372.231001018247,88.50697019477964,20.98475739237794,224.30109593201203,Pessimistic
4,2020-11-22,103.42754800054377,1347.6585490187908,90.2719114923681,21.637577616724666,224.72733648731406,Pessimistic
5,2020-11-23,104.62413219883683,1342.2826812176277,91.97161887807681,22.27957658406833,225.1665268149972,Pessimistic
6,2020-11-24,105.75972895427935,1391.042410171907,93.61400178982335,22.909972558347256,225.61844213200962,Pessimistic
7,2020-11-25,106.8597304317741,1390.9021406036811,95.20596264675129,23.528277155118968,226.0828450552322,Pessimistic
8,2020-11-26,107.93930761780621,1405.8414482214873,96.75350932716208,24.134239275940185,226.5594908926676,Pessimistic
9,2020-11-27,109.0074935409998,1417.8489417624871,98.26186394900505,24.727797671918083,227.04813190124267,Pessimistic
10,2020-11-28,110.06963439950823,1419.9185761619954,99.7355633391094,25.309041127407337,227.54852067378715,Pessimistic
11,2020-11-29,111.12886104186191,1423.0474372038573,101.17854930417725,25.87817525900155,228.06041279747183,Pessimistic
12,2020-11-30,112.1869723927789,1440.2344095966362,102.59424833566871,26.435494989810806,228.58356890647426,Pessimistic
13,2020-12-01,113.24496586630903,1482.4793754629452,103.9856411870809,26.981361851040827,229.11775623373322,Pessimistic
14,2020-12-02,114.30335585217108,1500.219734220731,105.35532315282393,27.51618536323246,229.6627497506938,Pessimistic
0,2020-11-18,96.56299709438531,1459.5629970943853,82.24036423731381,18.95209954410095,223.10134669567248,Expected
1,2020-11-19,97.68946102863197,1418.2524581230173,84.03693604617891,19.613305307503484,223.48701771546618,Expected
2,2020-11-20,97.84585110264925,1394.0983092256665,85.69126987956854,20.262658371697185,223.88579972875047,Expected
3,2020-11-21,98.03753038134982,1364.1358396070164,87.21602184089573,20.89726286039482,224.29742558308533,Expected
4,2020-11-22,98.24857434232263,1334.384413949339,88.62328937107692,21.514865961697204,224.7215767754878,Expected
5,2020-11-23,98.46933156480009,1322.853745514139,89.92436143813339,22.11377602377404,225.1578954939264,Expected
6,2020-11-24,98.69394494392554,1364.5476904580646,91.12959820914863,22.69278312372543,225.60599503917322,Expected
7,2020-11-25,98.91885266499594,1356.4665431230605,92.24839521970777,23.251084994219863,226.06546870813364,Expected
8,2020-11-26,99.14188163551285,1362.6084247585734,93.28920078596971,23.788219802885255,226.53589726262527,Expected
9,2020-11-27,99.36169919300892,1364.9701239515823,94.25956521864643,24.304006366950496,227.01685512769296,Expected
10,2020-11-28,99.57748148359133,1356.5476054351736,95.16620735787028,24.79849180559064,227.5079154689395,Expected
11,2020-11-29,99.78871288094797,1348.3363183161216,96.01508884230354,25.271906281064293,228.00865429457428,Expected
12,2020-11-30,99.99506466161483,1353.3313829777364,96.81148993602295,25.724624283274764,228.51865371873092,Expected
13,2020-12-01,100.1963216187155,1382.527704596452,97.56008308736578,26.157131818839847,229.03750451062442,Expected
14,2020-12-02,100.39233767290943,1386.357045174976,98.26500199328365,26.569998838814023,229.56480804098328,Expected
0,2020-10-20,83.14285714285714,1228.0,96,22,187,Historical
1,2020-10-21,79.85714285714286,1196.0,81,19,189,Historical
2,2020-10-22,81.42857142857143,1197.0,75,18,203,Historical
3,2020-10-23,87.42857142857143,1173.0,75,18,206,Historical
4,2020-10-24,86.57142857142857,1190.0,71,18,209,Historical
5,2020-10-25,92.0,1208.0,64,15,212,Historical
6,2020-10-26,93.0,1204.0,64,15,212,Historical
7,2020-10-27,89.42857142857143,1208.0,64,15,212,Historical
8,2020-10-28,87.14285714285714,1169.0,61,15,215,Historical
9,2020-10-29,83.57142857142857,1155.0,61,15,213,Historical
10,2020-10-30,78.28571428571429,1160.0,62,15,215,Historical
11,2020-10-31,75.14285714285714,1132.0,59,11,216,Historical
12,2020-11-01,69.71428571428571,1132.0,58,8,219,Historical
13,2020-11-02,75.42857142857143,1179.0,58,8,219,Historical
14,2020-11-03,80.57142857142857,1190.0,65,11,219,Historical
15,2020-11-04,94.0,1268.0,57,11,219,Historical
16,2020-11-05,102.85714285714286,1305.0,57,11,219,Historical
17,2020-11-06,106.85714285714286,1296.0,68,13,219,Historical
18,2020-11-07,115.42857142857143,1334.0,69,13,219,Historical
19,2020-11-08,121.85714285714286,1341.0,75,13,220,Historical
20,2020-11-09,126.42857142857143,1413.0,75,13,221,Historical
21,2020-11-10,120.0,1404.0,72,22,221,Historical
22,2020-11-11,113.0,1449.0,77,16,222,Historical
23,2020-11-12,106.42857142857143,1465.0,73,16,222,Historical
24,2020-11-13,102.85714285714286,1468.0,69,16,222,Historical
25,2020-11-14,100.0,1508.0,63,14,222,Historical
26,2020-11-15,97.14285714285714,1533.0,78,16,222,Historical
27,2020-11-16,95.0,1550.0,78,18,222,Historical
28,2020-11-17,97.0,1519.0,83,15,222,Historical
29,2020-11-18,97.0,1459.5629970943853,82,19,223,Historical
