County,Date,New Cases,New Positive Tests,Total Test Encounters
Maui,3/17/2020,1,1,26
Maui,3/18/2020,2,2,60
Maui,3/19/2020,0,0,92
Maui,3/20/2020,2,2,88
Maui,3/21/2020,2,2,65
Maui,3/22/2020,2,1,45
Maui,3/23/2020,1,1,32
Maui,3/24/2020,1,1,46
Maui,3/25/2020,1,1,71
Maui,3/26/2020,2,2,77
Maui,3/27/2020,1,0,130
Maui,3/28/2020,6,6,143
Maui,3/29/2020,5,4,60
Maui,3/30/2020,2,0,16
Maui,3/31/2020,1,1,27
Maui,4/1/2020,2,2,86
Maui,4/2/2020,7,5,160
Maui,4/3/2020,2,3,92
Maui,4/4/2020,5,4,118
Maui,4/5/2020,4,2,46
Maui,4/6/2020,4,5,73
Maui,4/7/2020,6,7,51
Maui,4/8/2020,2,3,47
Maui,4/9/2020,6,5,84
Maui,4/10/2020,12,12,213
Maui,4/11/2020,4,4,279
Maui,4/12/2020,2,2,306
Maui,4/13/2020,1,1,163
Maui,4/14/2020,2,3,562
Maui,4/15/2020,5,4,553
Maui,4/16/2020,2,1,307
Maui,4/17/2020,3,3,228
Maui,4/18/2020,3,3,378
Maui,4/19/2020,2,2,225
Maui,4/20/2020,2,2,93
Maui,4/21/2020,1,1,295
Maui,4/22/2020,2,2,296
Maui,4/23/2020,1,1,115
Maui,4/24/2020,0,2,115
Maui,4/25/2020,0,0,103
Maui,4/26/2020,1,1,25
Maui,4/27/2020,1,1,35
Maui,4/28/2020,1,1,541
Maui,4/29/2020,1,1,191
Maui,4/30/2020,0,0,169
Maui,5/1/2020,0,0,78
Maui,5/2/2020,1,1,124
Maui,5/3/2020,0,0,86
Maui,5/4/2020,0,0,187
Maui,5/5/2020,0,1,60
Maui,5/6/2020,0,0,137
Maui,5/7/2020,0,0,101
Maui,5/8/2020,1,2,59
Maui,5/9/2020,0,0,71
Maui,5/10/2020,0,0,19
Maui,5/11/2020,0,0,40
Maui,5/12/2020,0,0,66
Maui,5/13/2020,0,0,49
Maui,5/14/2020,0,0,94
Maui,5/15/2020,0,0,64
Maui,5/16/2020,0,0,77
Maui,5/17/2020,0,0,49
Maui,5/18/2020,0,0,77
Maui,5/19/2020,0,0,74
Maui,5/20/2020,1,1,136
Maui,5/21/2020,0,0,63
Maui,5/22/2020,1,0,148
Maui,5/23/2020,0,0,102
Maui,5/24/2020,0,0,30
Maui,5/25/2020,0,0,35
Maui,5/26/2020,0,1,40
Maui,5/27/2020,0,0,152
Maui,5/28/2020,0,0,93
Maui,5/29/2020,1,1,73
Maui,5/30/2020,0,0,112
Maui,5/31/2020,0,0,60
Maui,6/1/2020,0,0,44
Maui,6/2/2020,0,0,140
Maui,6/3/2020,0,0,100
Maui,6/4/2020,0,0,101
Maui,6/5/2020,0,0,89
Maui,6/6/2020,0,0,107
Maui,6/7/2020,0,0,65
Maui,6/8/2020,0,0,109
Maui,6/9/2020,0,0,123
Maui,6/10/2020,0,0,117
Maui,6/11/2020,0,0,78
Maui,6/12/2020,0,0,66
Maui,6/13/2020,0,0,102
Maui,6/14/2020,0,0,65
Maui,6/15/2020,0,0,126
Maui,6/16/2020,0,0,145
Maui,6/17/2020,0,0,133
Maui,6/18/2020,1,1,93
Maui,6/19/2020,1,1,81
Maui,6/20/2020,0,0,121
Maui,6/21/2020,0,0,93
Maui,6/22/2020,0,1,77
Maui,6/23/2020,0,0,180
Maui,6/24/2020,0,0,176
Maui,6/25/2020,0,0,157
Maui,6/26/2020,0,0,108
Maui,6/27/2020,0,0,160
Maui,6/28/2020,0,0,66
Maui,6/29/2020,1,1,171
Maui,6/30/2020,2,2,166
Maui,7/1/2020,0,0,133
Maui,7/2/2020,2,2,107
Maui,7/3/2020,1,1,117
Maui,7/4/2020,0,0,119
Maui,7/5/2020,0,0,47
Maui,7/6/2020,0,0,152
Maui,7/7/2020,2,2,194
Maui,7/8/2020,0,0,199
Maui,7/9/2020,1,1,155
Maui,7/10/2020,2,2,112
Maui,7/11/2020,1,1,165
Maui,7/12/2020,1,1,80
Maui,7/13/2020,0,0,132
Maui,7/14/2020,0,0,223
Maui,7/15/2020,0,0,232
Maui,7/16/2020,0,0,162
Maui,7/17/2020,0,0,145
Maui,7/18/2020,0,0,131
Maui,7/19/2020,0,1,90
Maui,7/20/2020,3,1,131
Maui,7/21/2020,0,1,319
Maui,7/22/2020,2,2,225
Maui,7/23/2020,1,1,194
Maui,7/24/2020,4,3,138
Maui,7/25/2020,7,7,268
Maui,7/26/2020,0,1,98
Maui,7/27/2020,1,1,85
Maui,7/28/2020,9,9,478
Maui,7/29/2020,4,4,329
Maui,7/30/2020,3,2,405
Maui,7/31/2020,0,1,170
Maui,8/1/2020,1,2,342
Maui,8/2/2020,6,3,89
Maui,8/3/2020,0,3,217
Maui,8/4/2020,0,0,262
Maui,8/5/2020,2,3,303
Maui,8/6/2020,1,2,156
Maui,8/7/2020,3,9,242
Maui,8/8/2020,1,5,188
Maui,8/9/2020,1,7,211
Maui,8/10/2020,4,0,162
Maui,8/11/2020,1,3,224
Maui,8/12/2020,6,4,315
Maui,8/13/2020,9,9,265
Maui,8/14/2020,7,7,219
Maui,8/15/2020,14,13,412
Maui,8/16/2020,8,9,580
Maui,8/17/2020,6,7,241
Maui,8/18/2020,21,17,558
Maui,8/19/2020,2,4,327
Maui,8/20/2020,6,7,395
Maui,8/21/2020,9,11,473
Maui,8/22/2020,12,10,563
Maui,8/23/2020,9,10,436
Maui,8/24/2020,3,2,319
Maui,8/25/2020,8,8,311
Maui,8/26/2020,7,6,329
Maui,8/27/2020,7,7,520
Maui,8/28/2020,7,6,384
Maui,8/29/2020,4,5,291
Maui,8/30/2020,1,1,183
Maui,8/31/2020,5,4,222
Maui,9/1/2020,2,2,463
Maui,9/2/2020,3,3,401
Maui,9/3/2020,1,1,368
Maui,9/4/2020,4,4,623
Maui,9/5/2020,3,3,276
Maui,9/6/2020,4,4,249
Maui,9/7/2020,2,1,149
Maui,9/8/2020,1,1,239
Maui,9/9/2020,3,5,411
Maui,9/10/2020,4,3,230
Maui,9/11/2020,7,7,248
Maui,9/12/2020,2,2,302
Maui,9/13/2020,2,2,307
Maui,9/14/2020,0,1,268
Maui,9/15/2020,0,0,392
Maui,9/16/2020,3,2,228
Maui,9/17/2020,0,0,187
Maui,9/18/2020,2,1,375
Maui,9/19/2020,1,1,245
Maui,9/20/2020,0,0,169
Maui,9/21/2020,0,0,204
Maui,9/22/2020,1,2,305
Maui,9/23/2020,2,2,263
Maui,9/24/2020,0,0,186
Maui,9/25/2020,0,0,211
Maui,9/26/2020,0,0,233
Maui,9/27/2020,0,0,161
Maui,9/28/2020,2,1,211
Maui,9/29/2020,1,1,269
Maui,9/30/2020,0,0,239
Maui,10/1/2020,0,0,176
Maui,10/2/2020,3,2,168
Maui,10/3/2020,1,2,250
Maui,10/4/2020,0,0,141
Maui,10/5/2020,1,0,207
Maui,10/6/2020,1,1,406
Maui,10/7/2020,1,1,293
Maui,10/8/2020,0,0,219
Maui,10/9/2020,0,0,226
Maui,10/10/2020,0,0,258
Maui,10/11/2020,0,0,151
Maui,10/12/2020,11,0,207
Maui,10/13/2020,1,2,305
Maui,10/14/2020,1,0,313
Maui,10/15/2020,0,0,257
Maui,10/16/2020,0,0,328
Maui,10/17/2020,0,0,409
Maui,10/18/2020,0,1,218
Maui,10/19/2020,2,3,411
Maui,10/20/2020,4,4,499
Maui,10/21/2020,18,18,417
Maui,10/22/2020,28,28,505
Maui,10/23/2020,15,14,450
Maui,10/24/2020,18,18,650
Maui,10/25/2020,0,0,865
Maui,10/26/2020,11,11,673
Maui,10/27/2020,9,10,679
Maui,10/28/2020,2,2,570
Maui,10/29/2020,5,5,361
Maui,10/30/2020,1,5,483
Maui,10/31/2020,0,2,403
Maui,11/1/2020,3,3,696
Maui,11/2/2020,3,4,428
Maui,11/3/2020,5,6,578
Maui,11/4/2020,1,4,623
Maui,11/5/2020,7,7,533
Maui,11/6/2020,2,5,460
Maui,11/7/2020,2,2,463
Maui,11/8/2020,0,0,296
Maui,11/9/2020,6,8,438
Maui,11/10/2020,6,5,561
Maui,11/11/2020,6,6,607
Maui,11/12/2020,1,3,557
Maui,11/13/2020,1,6,660
Maui,11/14/2020,8,6,569
Maui,11/15/2020,2,2,359
Maui,11/16/2020,3,5,544
Maui,11/17/2020,9,9,774
Maui,11/18/2020,5,7,522
Maui,11/19/2020,10,11,612
Maui,11/20/2020,4,7,605
Maui,11/21/2020,11,11,581
Maui,11/22/2020,4,5,396
Maui,11/23/2020,4,7,524
Maui,11/24/2020,13,11,740
Maui,11/25/2020,4,9,737
Maui,11/26/2020,9,9,427
Maui,11/27/2020,3,6,622
Maui,11/28/2020,10,11,775
Maui,11/29/2020,4,6,421
Maui,11/30/2020,4,12,760
Maui,12/1/2020,13,16,942
Maui,12/2/2020,15,15,847
Maui,12/3/2020,17,17,917
Maui,12/4/2020,7,8,819
Maui,12/5/2020,11,13,1221
Maui,12/6/2020,9,9,435
Maui,12/7/2020,15,15,759
Maui,12/8/2020,10,13,1101
Maui,12/9/2020,19,16,888
Maui,12/10/2020,22,24,836
Maui,12/11/2020,8,9,1084
Maui,12/12/2020,15,13,694
Maui,12/13/2020,8,8,444
Maui,12/14/2020,13,16,604
Maui,12/15/2020,8,10,1026
Maui,12/16/2020,11,15,1032
Maui,12/17/2020,13,10,698
Maui,12/18/2020,11,9,697
Maui,12/19/2020,14,11,627
Maui,12/20/2020,6,8,435
Maui,12/21/2020,16,14,586
Maui,12/22/2020,33,18,744
Maui,12/23/2020,16,12,679
Maui,12/24/2020,20,23,570
Maui,12/25/2020,18,15,337
Maui,12/26/2020,14,8,535
Maui,12/27/2020,9,4,358
Maui,12/28/2020,17,16,578
Maui,12/29/2020,27,22,766
Maui,12/30/2020,27,32,925
Maui,12/31/2020,48,33,1043
Maui,1/1/2021,29,21,510
Maui,1/2/2021,10,21,720
Maui,1/3/2021,22,23,512
Maui,1/4/2021,30,26,763
Maui,1/5/2021,57,51,1093
Maui,1/6/2021,24,22,831
Maui,1/7/2021,51,41,1031
Maui,1/8/2021,30,31,1026
Maui,1/9/2021,34,25,936
Maui,1/10/2021,21,11,343
Maui,1/11/2021,12,14,661
Maui,1/12/2021,34,26,987
Maui,1/13/2021,26,30,870
Maui,1/14/2021,32,42,1128
Maui,1/15/2021,29,49,891
Maui,1/16/2021,21,22,952
Maui,1/17/2021,9,8,358
Maui,1/18/2021,15,21,666
Maui,1/19/2021,30,30,670
Maui,1/20/2021,19,20,768
Maui,1/21/2021,23,29,875
Maui,1/22/2021,34,33,844
Maui,1/23/2021,20,26,845
Maui,1/24/2021,8,10,292
Maui,1/25/2021,27,41,726
Maui,1/26/2021,23,46,933
Maui,1/27/2021,24,19,751
Maui,1/28/2021,18,21,922
Maui,1/29/2021,9,14,523
Maui,1/30/2021,20,20,730
Maui,1/31/2021,17,6,420
Maui,2/1/2021,22,18,597
Maui,2/2/2021,15,14,683
Maui,2/3/2021,27,13,718
Maui,2/4/2021,14,24,803
Maui,2/5/2021,14,13,792
Maui,2/6/2021,9,7,692
Maui,2/7/2021,7,2,360
Maui,2/8/2021,9,9,604
Maui,2/9/2021,21,20,718
Maui,2/10/2021,24,23,726
Maui,2/11/2021,12,10,670
Maui,2/12/2021,4,6,731
Maui,2/13/2021,7,7,568
Maui,2/14/2021,3,3,414
Maui,2/15/2021,9,12,583
Maui,2/16/2021,9,4,618
Maui,2/17/2021,21,12,616
Maui,2/18/2021,12,31,588
Maui,2/19/2021,27,37,686
Maui,2/20/2021,28,7,617
Maui,2/21/2021,17,25,389
Maui,2/22/2021,16,39,645
Maui,2/23/2021,18,26,764
Maui,2/24/2021,15,27,685
Maui,2/25/2021,44,39,742
Maui,2/26/2021,15,15,714
Maui,2/27/2021,8,7,695
Maui,2/28/2021,10,9,386
Maui,3/1/2021,11,13,707
Maui,3/2/2021,18,15,821
Maui,3/3/2021,18,19,801
Maui,3/4/2021,43,44,699
Maui,3/5/2021,11,11,770
Maui,3/6/2021,11,12,673
Maui,3/7/2021,18,17,395
Maui,3/8/2021,9,13,642
Maui,3/9/2021,18,19,806
Maui,3/10/2021,21,23,760
Maui,3/11/2021,22,22,753
Maui,3/12/2021,18,15,810
Maui,3/13/2021,15,16,879
Maui,3/14/2021,7,7,428
Maui,3/15/2021,23,19,685
Maui,3/16/2021,41,47,1008
Maui,3/17/2021,36,37,859
Maui,3/18/2021,22,21,843
Maui,3/19/2021,26,29,913
Maui,3/20/2021,21,25,1140
Maui,3/21/2021,9,7,402
Maui,3/22/2021,23,23,917
Maui,3/23/2021,20,19,631
Maui,3/24/2021,44,44,877
Maui,3/25/2021,30,30,788
Maui,3/26/2021,26,21,691
Maui,3/27/2021,35,14,687
Maui,3/28/2021,12,0,306
Missing,2/15/2020,0,0,0
Missing,2/28/2020,0,0,2
Missing,3/2/2020,0,0,0
Missing,3/3/2020,0,0,0
Missing,3/6/2020,0,0,0
Missing,3/7/2020,0,0,0
Missing,3/8/2020,0,0,0
Missing,3/9/2020,0,0,2
Missing,3/10/2020,0,0,1
Missing,3/11/2020,0,0,1
Missing,3/12/2020,0,0,0
Missing,3/13/2020,0,0,1
Missing,3/14/2020,0,0,7
Missing,3/15/2020,0,0,10
Missing,3/16/2020,0,0,17
Missing,3/17/2020,0,0,32
Missing,3/18/2020,0,0,36
Missing,3/19/2020,0,0,49
Missing,3/20/2020,0,0,42
Missing,3/21/2020,0,0,42
Missing,3/22/2020,0,0,38
Missing,3/23/2020,0,0,43
Missing,3/24/2020,0,0,19
Missing,3/25/2020,0,0,23
Missing,3/26/2020,0,0,54
Missing,3/27/2020,0,0,80
Missing,3/28/2020,0,0,159
Missing,3/29/2020,0,0,69
Missing,3/30/2020,0,0,74
Missing,3/31/2020,0,0,94
Missing,4/1/2020,0,0,42
Missing,4/2/2020,0,0,77
Missing,4/3/2020,0,0,33
Missing,4/4/2020,0,0,31
Missing,4/5/2020,0,0,43
Missing,4/6/2020,0,0,73
Missing,4/7/2020,0,0,57
Missing,4/8/2020,0,0,59
Missing,4/9/2020,0,0,52
Missing,4/10/2020,0,0,109
Missing,4/11/2020,0,0,58
Missing,4/12/2020,0,0,19
Missing,4/13/2020,0,0,23
Missing,4/14/2020,0,0,68
Missing,4/15/2020,0,0,123
Missing,4/16/2020,0,0,31
Missing,4/17/2020,0,0,86
Missing,4/18/2020,0,0,73
Missing,4/19/2020,0,0,47
Missing,4/20/2020,0,0,46
Missing,4/21/2020,0,0,45
Missing,4/22/2020,0,0,83
Missing,4/23/2020,0,0,64
Missing,4/24/2020,0,0,43
Missing,4/25/2020,0,0,43
Missing,4/26/2020,0,0,14
Missing,4/27/2020,0,0,11
Missing,4/28/2020,0,0,36
Missing,4/29/2020,0,0,45
Missing,4/30/2020,0,0,34
Missing,5/1/2020,0,0,33
Missing,5/2/2020,0,0,33
Missing,5/3/2020,0,0,31
Missing,5/4/2020,0,0,35
Missing,5/5/2020,0,0,24
Missing,5/6/2020,0,0,50
Missing,5/7/2020,0,0,29
Missing,5/8/2020,0,0,30
Missing,5/9/2020,0,0,33
Missing,5/10/2020,0,0,12
Missing,5/11/2020,0,0,16
Missing,5/12/2020,0,0,41
Missing,5/13/2020,0,0,61
Missing,5/14/2020,0,0,31
Missing,5/15/2020,0,0,36
Missing,5/16/2020,0,0,35
Missing,5/17/2020,0,0,12
Missing,5/18/2020,0,0,36
Missing,5/19/2020,0,0,36
Missing,5/20/2020,0,0,16
Missing,5/21/2020,0,0,21
Missing,5/22/2020,0,0,45
Missing,5/23/2020,0,0,59
Missing,5/24/2020,0,0,19
Missing,5/25/2020,0,0,11
Missing,5/26/2020,0,0,11
Missing,5/27/2020,0,0,43
Missing,5/28/2020,0,0,32
Missing,5/29/2020,0,0,40
Missing,5/30/2020,0,0,30
Missing,5/31/2020,0,0,21
Missing,6/1/2020,0,0,24
Missing,6/2/2020,0,0,45
Missing,6/3/2020,0,0,99
Missing,6/4/2020,0,0,38
Missing,6/5/2020,0,0,38
Missing,6/6/2020,0,0,36
Missing,6/7/2020,0,0,30
Missing,6/8/2020,0,0,23
Missing,6/9/2020,0,0,42
Missing,6/10/2020,0,0,54
Missing,6/11/2020,0,0,44
Missing,6/12/2020,0,0,81
Missing,6/13/2020,0,0,51
Missing,6/14/2020,0,0,31
Missing,6/15/2020,0,0,41
Missing,6/16/2020,0,0,62
Missing,6/17/2020,0,0,87
Missing,6/18/2020,0,0,57
Missing,6/19/2020,0,0,69
Missing,6/20/2020,0,0,63
Missing,6/21/2020,0,0,20
Missing,6/22/2020,0,0,35
Missing,6/23/2020,0,0,89
Missing,6/24/2020,0,0,31
Missing,6/25/2020,0,0,59
Missing,6/26/2020,0,0,56
Missing,6/27/2020,0,0,77
Missing,6/28/2020,0,0,26
Missing,6/29/2020,0,0,47
Missing,6/30/2020,0,0,59
Missing,7/1/2020,0,0,76
Missing,7/2/2020,0,0,198
Missing,7/3/2020,0,0,90
Missing,7/4/2020,0,0,55
Missing,7/5/2020,0,0,18
Missing,7/6/2020,0,0,65
Missing,7/7/2020,0,0,101
Missing,7/8/2020,0,0,98
Missing,7/9/2020,0,0,134
Missing,7/10/2020,0,0,85
Missing,7/11/2020,0,0,75
Missing,7/12/2020,0,0,57
Missing,7/13/2020,0,0,116
Missing,7/14/2020,0,0,161
Missing,7/15/2020,0,0,160
Missing,7/16/2020,0,0,129
Missing,7/17/2020,0,0,151
Missing,7/18/2020,0,0,72
Missing,7/19/2020,0,0,28
Missing,7/20/2020,0,0,161
Missing,7/21/2020,0,0,143
Missing,7/22/2020,0,0,190
Missing,7/23/2020,0,0,101
Missing,7/24/2020,0,0,137
Missing,7/25/2020,0,0,139
Missing,7/26/2020,0,0,58
Missing,7/27/2020,0,0,37
Missing,7/28/2020,0,0,155
Missing,7/29/2020,0,0,135
Missing,7/30/2020,0,0,129
Missing,7/31/2020,0,0,197
Missing,8/1/2020,0,0,156
Missing,8/2/2020,0,0,52
Missing,8/3/2020,0,0,80
Missing,8/4/2020,0,0,178
Missing,8/5/2020,0,0,235
Missing,8/6/2020,0,0,159
Missing,8/7/2020,0,0,201
Missing,8/8/2020,0,0,170
Missing,8/9/2020,0,0,63
Missing,8/10/2020,0,0,101
Missing,8/11/2020,0,0,221
Missing,8/12/2020,0,0,197
Missing,8/13/2020,0,0,153
Missing,8/14/2020,0,0,287
Missing,8/15/2020,0,0,299
Missing,8/16/2020,0,0,184
Missing,8/17/2020,0,1,279
Missing,8/18/2020,0,1,349
Missing,8/19/2020,0,0,305
Missing,8/20/2020,0,0,294
Missing,8/21/2020,0,0,406
Missing,8/22/2020,0,0,190
Missing,8/23/2020,0,0,215
Missing,8/24/2020,0,0,94
Missing,8/25/2020,0,0,237
Missing,8/26/2020,0,0,198
Missing,8/27/2020,0,1,333
Missing,8/28/2020,0,2,425
Missing,8/29/2020,0,2,454
Missing,8/30/2020,0,1,132
Missing,8/31/2020,0,0,101
Missing,9/1/2020,0,0,213
Missing,9/2/2020,0,0,302
Missing,9/3/2020,0,1,455
Missing,9/4/2020,0,5,383
Missing,9/5/2020,0,8,201
Missing,9/6/2020,0,2,105
Missing,9/7/2020,0,3,98
Missing,9/8/2020,0,0,165
Missing,9/9/2020,0,0,146
Missing,9/10/2020,0,0,334
Missing,9/11/2020,0,0,207
Missing,9/12/2020,0,0,160
Missing,9/13/2020,0,0,127
Missing,9/14/2020,0,0,146
Missing,9/15/2020,0,0,121
Missing,9/16/2020,0,1,218
Missing,9/17/2020,0,0,281
Missing,9/18/2020,0,0,192
Missing,9/19/2020,0,0,211
Missing,9/20/2020,0,0,72
Missing,9/21/2020,0,0,270
Missing,9/22/2020,0,0,360
Missing,9/23/2020,0,0,244
Missing,9/24/2020,0,0,219
Missing,9/25/2020,0,0,433
Missing,9/26/2020,0,0,409
Missing,9/27/2020,0,0,158
Missing,9/28/2020,0,0,222
Missing,9/29/2020,0,0,361
Missing,9/30/2020,0,0,289
Missing,10/1/2020,0,0,292
Missing,10/2/2020,0,0,482
Missing,10/3/2020,0,0,195
Missing,10/4/2020,0,0,91
Missing,10/5/2020,0,1,257
Missing,10/6/2020,0,0,312
Missing,10/7/2020,0,0,290
Missing,10/8/2020,0,0,200
Missing,10/9/2020,0,0,454
Missing,10/10/2020,0,0,227
Missing,10/11/2020,0,0,78
Missing,10/12/2020,0,0,134
Missing,10/13/2020,0,0,153
Missing,10/14/2020,0,0,227
Missing,10/15/2020,0,0,104
Missing,10/16/2020,0,0,241
Missing,10/17/2020,0,0,174
Missing,10/18/2020,0,0,56
Missing,10/19/2020,0,4,163
Missing,10/20/2020,0,1,334
Missing,10/21/2020,0,0,411
Missing,10/22/2020,0,0,212
Missing,10/23/2020,0,0,305
Missing,10/24/2020,0,0,186
Missing,10/25/2020,0,0,155
Missing,10/26/2020,0,0,169
Missing,10/27/2020,0,0,209
Missing,10/28/2020,0,0,204
Missing,10/29/2020,0,0,239
Missing,10/30/2020,0,0,249
Missing,10/31/2020,0,0,326
Missing,11/1/2020,0,0,81
Missing,11/2/2020,0,0,200
Missing,11/3/2020,0,0,356
Missing,11/4/2020,0,2,246
Missing,11/5/2020,0,0,351
Missing,11/6/2020,0,0,365
Missing,11/7/2020,0,1,313
Missing,11/8/2020,0,0,172
Missing,11/9/2020,0,0,310
Missing,11/10/2020,0,1,647
Missing,11/11/2020,0,0,356
Missing,11/12/2020,0,1,438
Missing,11/13/2020,0,0,543
Missing,11/14/2020,0,1,320
Missing,11/15/2020,0,0,202
Missing,11/16/2020,0,0,213
Missing,11/17/2020,0,0,611
Missing,11/18/2020,0,1,431
Missing,11/19/2020,0,0,494
Missing,11/20/2020,0,0,529
Missing,11/21/2020,0,0,450
Missing,11/22/2020,0,0,397
Missing,11/23/2020,0,0,322
Missing,11/24/2020,0,0,743
Missing,11/25/2020,0,0,575
Missing,11/26/2020,0,0,352
Missing,11/27/2020,0,0,471
Missing,11/28/2020,0,0,399
Missing,11/29/2020,0,0,268
Missing,11/30/2020,0,0,177
Missing,12/1/2020,0,0,764
Missing,12/2/2020,0,1,343
Missing,12/3/2020,0,0,354
Missing,12/4/2020,0,0,480
Missing,12/5/2020,0,0,324
Missing,12/6/2020,0,0,239
Missing,12/7/2020,0,0,286
Missing,12/8/2020,0,0,540
Missing,12/9/2020,0,1,354
Missing,12/10/2020,0,0,473
Missing,12/11/2020,0,0,404
Missing,12/12/2020,0,0,274
Missing,12/13/2020,0,1,211
Missing,12/14/2020,0,0,222
Missing,12/15/2020,0,0,413
Missing,12/16/2020,0,1,378
Missing,12/17/2020,0,0,387
Missing,12/18/2020,0,1,542
Missing,12/19/2020,0,0,373
Missing,12/20/2020,0,0,251
Missing,12/21/2020,0,0,476
Missing,12/22/2020,0,0,695
Missing,12/23/2020,0,1,544
Missing,12/24/2020,0,0,701
Missing,12/25/2020,0,0,464
Missing,12/26/2020,0,0,545
Missing,12/27/2020,0,0,424
Missing,12/28/2020,0,0,495
Missing,12/29/2020,0,0,724
Missing,12/30/2020,0,0,447
Missing,12/31/2020,0,1,739
Missing,1/1/2021,0,0,378
Missing,1/2/2021,0,0,355
Missing,1/3/2021,0,0,378
Missing,1/4/2021,0,0,276
Missing,1/5/2021,0,1,862
Missing,1/6/2021,0,0,546
Missing,1/7/2021,0,0,648
Missing,1/8/2021,0,0,625
Missing,1/9/2021,0,0,483
Missing,1/10/2021,0,1,210
Missing,1/11/2021,0,1,591
Missing,1/12/2021,0,0,512
Missing,1/13/2021,0,0,477
Missing,1/14/2021,0,0,722
Missing,1/15/2021,0,1,566
Missing,1/16/2021,0,0,409
Missing,1/17/2021,0,0,255
Missing,1/18/2021,0,0,357
Missing,1/19/2021,0,0,445
Missing,1/20/2021,0,0,413
Missing,1/21/2021,0,0,580
Missing,1/22/2021,0,1,487
Missing,1/23/2021,0,0,444
Missing,1/24/2021,0,0,172
Missing,1/25/2021,0,1,340
Missing,1/26/2021,0,0,432
Missing,1/27/2021,0,0,356
Missing,1/28/2021,0,0,765
Missing,1/29/2021,0,0,583
Missing,1/30/2021,0,1,522
Missing,1/31/2021,0,2,289
Missing,2/1/2021,0,2,415
Missing,2/2/2021,0,0,512
Missing,2/3/2021,0,0,415
Missing,2/4/2021,0,3,551
Missing,2/5/2021,0,0,623
Missing,2/6/2021,0,0,445
Missing,2/7/2021,0,0,275
Missing,2/8/2021,0,0,391
Missing,2/9/2021,0,0,573
Missing,2/10/2021,0,0,566
Missing,2/11/2021,0,0,624
Missing,2/12/2021,0,0,710
Missing,2/13/2021,0,0,519
Missing,2/14/2021,0,1,315
Missing,2/15/2021,0,0,478
Missing,2/16/2021,0,0,582
Missing,2/17/2021,0,2,564
Missing,2/18/2021,0,0,564
Missing,2/19/2021,0,0,796
Missing,2/20/2021,0,0,473
Missing,2/21/2021,0,0,235
Missing,2/22/2021,0,0,580
Missing,2/23/2021,0,0,585
Missing,2/24/2021,0,1,474
Missing,2/25/2021,0,0,629
Missing,2/26/2021,0,0,547
Missing,2/27/2021,0,0,458
Missing,2/28/2021,0,0,337
Missing,3/1/2021,0,0,477
Missing,3/2/2021,0,0,571
Missing,3/3/2021,0,0,563
Missing,3/4/2021,0,0,402
Missing,3/5/2021,0,1,546
Missing,3/6/2021,0,1,473
Missing,3/7/2021,0,0,484
Missing,3/8/2021,0,0,482
Missing,3/9/2021,0,0,635
Missing,3/10/2021,0,0,568
Missing,3/11/2021,0,0,556
Missing,3/12/2021,0,0,686
Missing,3/13/2021,0,0,543
Missing,3/14/2021,0,0,493
Missing,3/15/2021,0,0,743
Missing,3/16/2021,0,0,744
Missing,3/17/2021,0,1,693
Missing,3/18/2021,0,0,678
Missing,3/19/2021,0,1,759
Missing,3/20/2021,0,0,700
Missing,3/21/2021,0,0,510
Missing,3/22/2021,0,0,651
Missing,3/23/2021,0,0,849
Missing,3/24/2021,0,0,724
Missing,3/25/2021,0,0,833
Missing,3/26/2021,0,0,803
Missing,3/27/2021,0,0,671
Missing,3/28/2021,0,0,581
